Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"[Hit, then finish, then escape]","Hit Next, then finish, then escape to go back to the main menu."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"[Hit, Hit escape, and exit]",Hit escape and exit the backend setup.
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Eager Action,multiple actions,action,"[Select, ""Watch]","Select ""Watch TV"". "
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once installation is finished, remove the installation media and reboot."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once the installed system boots, it will boot into the MythTV frontend. Exit the frontend by hitting escape and selecting ""yes, exit now"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once downloaded, move this file to the /srv/ directory (it must be outside your home directory)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Change ownership on the test file to mythtv:mythtv
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Open the Applications menu and choose system and then ""Mythtv backend setup""."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Say yes to stop the running mythtv-backend service
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Once in mythtv-setup, go to ""1. General"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Hit next until you get back to the main menu
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""2. Capture cards"" and select ""(New capture card)"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""4. Video sources"" and select ""(New video source)"""
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Finish, then escape to go back to the main menu"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Go to ""5. Input connections"", and select the only option in there (the DEMO recorder)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,"Hit Next, then finish, then escape to go back to the main menu."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Select yes to start the backend
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Select no when prompted to run mythfilldatabase
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Unverified Action,,action,,Start the frontend via Applications >Multimedia >MythTV Frontend 
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,adverb of manner,verification,safely,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,adjective,action,Most,"Go though the Ubiquity install as you would any other install. Most options won't matter for this testcase, but be sure to choose the following options"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,Download a,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,recommend a,"Download a demo file. I recommend a MP4 trailer (for example, the 480p MP4 trailer at http://www.sintel.org/download )."
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,action,move this,"Once downloaded, move this file to the /srv/ directory (it must be outside your home directory)"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,have no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Primary Backend w/ Frontend""""MythTV service"" checkbox is checkedIf you have no remote, choose no remote suppport"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,choose no,"Do NOT name the user mythtvAutomatic (Guided) Partitioning""Primary Backend w/ Frontend""""MythTV service"" checkbox is checkedIf you have no remote, choose no remote suppport"
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,get a,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1444_Mythbuntu Backend & Frontend,0,Ambiguous Test,verb + indefinite determiner,verification,using a,You may get a warning that the tuner is set to start on a channel that doesn't exist. This can be safely ignored since we are using a test recorder.
../testcases/image/1445_Install Server iSCSI Root (virtualized KVM),0,Eager Action,multiple actions,action,"[Open, and connect, will need]","Open Virtual Manager and connect to localhost. We will be using the default network for the first part of the environment set up, which allows DHCP and forwarding, as we will need Internet connection"
../testcases/image/1445_Install Server iSCSI Root (virtualized KVM),0,Unverified Action,,action,,sudo apt-get install qemu-kvm virt-manager
../testcases/image/1446_Ubiquity MemTest,0,Conditional Test Logic,dependent clause,action,When,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,Select your language and press enter
../testcases/image/1446_Ubiquity MemTest,0,Unverified Action,,action,,From the main menu select Test Memoryand press Enter
../testcases/image/1446_Ubiquity MemTest,0,Misplaced Action,,verification,Ensure,Ensure that the system restarts
../testcases/image/1446_Ubiquity MemTest,0,Ambiguous Test,verb + indefinite determiner,action,press any,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1446_Ubiquity MemTest,0,Ambiguous Test,verb + indefinite determiner,verification,show any,The test should finish and show any errors
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,Boot up the image
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,Select English as language and press Enter
../testcases/image/1447_Ubiquity Disk Defects,0,Unverified Action,,action,,From the main menu select Check disk for defectsand press Enter
../testcases/image/1447_Ubiquity Disk Defects,0,Misplaced Verification,verification performed,action,Check,From the main menu select Check disk for defectsand press Enter
../testcases/image/1447_Ubiquity Disk Defects,0,Ambiguous Test,verb + indefinite determiner,action,Press any,Press any key to reboot your system
../testcases/image/1448_Unity Lenses,0,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,0,Ambiguous Test,adverb of manner,verification,recently,"The search entry should show ""search applications"" and you should have three categories: - recently used apps - installed - apps available for download"
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,Tap super to show the dash
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,Click on the application lens icon
../testcases/image/1448_Unity Lenses,1,Unverified Action,,action,,"Open the filter by clicking on ""Filter Results"""
../testcases/image/1448_Unity Lenses,1,Ambiguous Test,adjective,verification,least,"Search results should change, at least on one category"
../testcases/image/1448_Unity Lenses,1,Ambiguous Test,verb + indefinite determiner,action,Make a,Make a search
../testcases/image/1448_Unity Lenses,2,Unverified Action,,action,,Tap super to show the dash
